"","x"
"196",3274.194616
"197",9951.707743
"198",2521.555686
"199",23706.11337
"200",6047.02516
"201",11140.30248
"202",4334.064096
"203",2799.74791
"204",7923.136624
"205",3688.110888
"206",12067.45599
"207",2924.976721
"208",15014.0927
"209",9277.233839
"210",6274.123875
"211",3886.647414
"212",4386.277558
"213",11365.26766
"214",5610.96434
"215",2912.892035
"216",6915.729915
"217",6262.663307
"218",6503.397049
"219",8007.399376
"220",2929.916512
"221",5969.55297
"222",5473.15987
"223",5645.396665
"224",6369.262355
"225",11833.76732
"226",6121.107929
"227",5159.369746
"228",2514.59196
"229",8668.611261
"230",4960.965384
"231",5504.139033
"232",7507.455372
"233",26199.5401416
"234",5657.031588
"235",5061.757902
"236",5912.783829
"237",15182.27975
"238",10747.03094
"239",2050.623512
"240",2465.444865
"241",5343.121327
"242",8119.829071
"243",4605.265164
"244",6408.785577
"245",2376.533508
"246",3211.070017
"247",5094.522262
"248",25755.27817
"249",8672.229719
"250",8044.73072
"251",4001.519098
"252",16706.11699
"253",8544.411077
"254",7805.31287
"255",6112.756868
"256",4772.943848
"257",10979.09559
"258",5004.263818
"259",13223.04379
"260",2623.31543
"261",17840.19555
"262",5106.111827
"263",17930.60451
"264",5457.342569
"265",6563.644143
"266",4812.525221
"267",26199.5401416
"268",5773.520711
"269",6847.1189
"270",3595.31286
"271",22855.61209
"272",7859.414569
"273",4115.577437
"274",5029.638777
"275",4821.418454
"276",5004.310469
"277",8630.053943
"278",9322.08512
"279",16727.56063
"280",3652.532435
"281",6158.601171
"282",4376.083958
"283",5569.456156
"284",2576.513006
"285",8346.983233
"286",6323.923864
"287",5973.14343
"288",4706.676993
"289",8093.410258
"290",5035.744643
"291",9027.867218
"292",7288.884849
"293",18042.47942
"294",4992.063043
"295",9102.267849
"296",2540.407726
"297",12941.89193
"298",2365.348601
"299",5720.765064
"300",7035.534088
"301",2636.97773
"302",5395.831967
"303",8382.630118
"304",26199.5401416
"305",2887.742258
"306",8714.922135
"307",25585.72783
"308",10272.6082
"309",4376.363592
"310",5318.89664
"311",4719.762191
"312",4428.031583
"313",5879.176092
"314",9416.908485
"315",8288.155579
"316",26199.5401416
"317",4719.450052
"318",3903.474784
"319",5457.259678
"320",2725.356404
"321",4433.97368
"322",5332.462694
"323",2315.094985
"324",5411.953687
"325",9587.33234
"326",22103.5072
"327",9764.945308
"328",2567.151468
"329",2650.622781
"330",11264.36334
"331",2168.523464
"332",8610.667489
"333",2834.646235
"334",8930.139728
"335",5536.386959
"336",2840.85429
"337",8082.880956
"338",5254.734278
"339",5116.237577
"340",3034.646997
"341",8024.89992
"342",18211.14319
"343",5121.563312
"344",2150.178588
"345",5595.389905
"346",7562.824036
"347",5385.853211
"348",4718.558501
"349",9422.567923
"350",3605.860265
"351",7762.590564
"352",23444.90045
"353",2558.178159
"354",5123.170887
"355",2537.744494
"356",2969.593296
"357",4363.124641
"358",5884.308607
"359",5272.191556
"360",5509.895664
"361",16313.68349
"362",5678.050167
"363",12101.20884
"364",2453.570794
"365",5075.66267
"366",3214.979402
"367",12275.34309
"368",2722.210707
"369",2457.440923
"370",3554.845264
"371",4929.549699
"372",8036.45034
"373",4276.915328
"374",26199.5401416
"375",5960.581363
"376",26199.5401416
"377",3832.118106
"378",6837.932624
"379",5285.26816
"380",3096.511217
"381",3589.710715
"382",2582.408525
"383",2487.729726
"384",13575.67599
"385",4685.504251
"386",26199.5401416
"387",2764.032126
"388",6183.111464
"389",3873.647046
"390",18929.3306
"391",5553.295758
"392",5011.259184
"393",10442.44633
"394",2199.61781
"395",8709.845263
"396",7484.310483
"397",2613.023132
"398",9080.639651
"399",13770.97618
"400",2876.822941
"401",5548.031892
"402",5097.526248
"403",24143.87556
"404",3538.059456
"405",26199.5401416
"406",19834.20115
"407",4731.366975
"408",26199.5401416
"409",26199.5401416
"410",20216.30883
"411",13976.51925
"412",5904.088162
"413",5595.835041
"414",2294.303629
"415",6273.911874
"416",3726.727996
"417",5285.118669
"418",5110.680779
"419",7126.596501
"420",4601.634099
"421",9155.239699
"422",14808.05624
"423",8901.678357
"424",5734.598243
"425",4177.696973
"426",26199.5401416
"427",10364.34749
"428",7851.901368
"429",4772.943848
"430",14226.50485
"431",4031.104947
"432",2794.907476
"433",4362.931238
"434",9624.524417
"435",5015.009472
"436",6948.422239
"437",2896.918767
"438",21903.91364
"439",9028.821403
"440",5303.759534
"441",4165.354461
"442",5123.768112
"443",9492.342964
"444",8204.863191
"445",9877.295699
"446",4815.009736
"447",6277.011679
"448",8260.639809
"449",2549.450038
"450",4502.679656
"451",3803.921781
"452",8635.4035
"453",5510.558964
"454",3585.884123
"455",4889.25278
"456",2756.941661
"457",3289.547398
"458",10937.1785
"459",7375.567916
"460",10110.77818
"461",5119.414293
"462",8533.832013
"463",2224.768
"464",8042.803784
"465",2554.437138
"466",18073.93999
"467",2430.506586
"468",3167.658442
"469",5465.603983
"470",10357.51422
"471",2537.813878
"472",2821.947219
"473",7757.128146
"474",4079.132667
"475",5955.544552
"476",14158.61364
"477",8487.238032
"478",6285.476868
"479",11473.48149
"480",2310.882998
"481",23594.6802
"482",2514.59196
"483",5380.898636
"484",4770.550911
"485",6756.651404
"486",5936.011773
"487",3570.760509
"488",6019.960469
"489",5426.863953
"490",2730.313804
"491",4982.681374
"492",8769.266756
"493",4220.613534
"494",11537.50507
"495",5887.182043
"496",4700.583771
"497",10963.95723
"498",2523.171245
"499",3757.804716
"500",12941.73353
"501",3764.465074
"502",6889.557028
"503",3623.454198
"504",7582.113842
"505",8277.74558
"506",2576.455597
"507",8205.387936
"508",19582.46887
"509",6481.526576
"510",2599.310879
"511",9830.337629
"512",10442.65139
"513",26199.5401416
"514",8470.036773
"515",8278.786492
"516",4788.932598
"517",3087.999917
"518",4443.736209
"519",7984.086473
"520",7180.971028
"521",15656.03434
"522",5780.182197
"523",20714.94043
"524",5337.352409
"525",5050.826183
"526",5116.624022
"527",7268.736958
"528",2616.613903
"529",3738.436222
"530",2725.356404
"531",5453.861203
"532",6846.150323
"533",6172.914199
"534",10346.32454
"535",6997.008618
"536",4196.257691
"537",7858.109763
"538",6064.343994
"539",17497.52201
"540",8970.647312
"541",5923.117229
"542",26199.5401416
"543",4331.460674
"544",13309.33517
"545",4528.50489
"546",2791.906514
"547",8092.87696
"548",7996.00748
"549",5129.738992
"550",5697.175238
"551",9217.130629
"552",10208.92761
"553",4170.687348
"554",4505.405812
"555",3107.568648
"556",5528.664986
"557",5045.866663
"558",2962.722482
"559",8665.956372
"560",11413.44115
"561",15488.43196
"562",6048.574243
"563",5934.741492
"564",3543.232138
"565",3490.028304
"566",3683.099864
"567",5989.773931
"568",12500.84302
"569",8609.158215
"570",2497.45507
"571",7019.177186
"572",5387.926265
"573",6165.557517
"574",2730.20294
"575",5162.116944
"576",7937.064822
"577",8608.157233
"578",2632.545795
"579",7785.004214
"580",8255.76385
"581",4980.825042
"582",7457.237794
"583",12302.76244
"584",6862.508337
"585",9048.983447
"586",5548.031892
"587",8312.681598
"588",2389.980951
"589",4458.113369
"590",5295.741716
"591",3839.606117
"592",3731.504584
"593",2778.903705
"594",4016.541995
"595",8236.917193
"596",2491.317024
"597",2908.875917
"598",4282.947971
"599",8341.623748
"600",5090.781344
"601",7366.1883
"602",2436.875126
"603",8852.688689
"604",23875.47675
"605",5600.496541
"606",4636.54647
"607",7573.345057
"608",14696.63549
"609",12298.6863
"610",7724.840065
"611",5946.670679
"612",8000.545061
"613",6457.560953
"614",7281.44014
"615",2592.437797
"616",4678.423394
"617",13869.92705
"618",8717.777831
"619",5233.986808
"620",4764.189722
"621",2472.469209
"622",5608.316348
"623",5505.057003
"624",2606.208503
"625",10481.94383
"626",3256.766388
"627",26199.5401416
"628",6364.902164
"629",9468.509337
"630",5631.451866
"631",7780.999262
"632",9816.528302
"633",7519.133631
"634",10179.71704
"635",2772.839235
"636",4037.501846
"637",21435.87782
"638",2676.867914
"639",2523.959554
"640",6988.401604
"641",2695.963857
"642",2673.319593
"643",12157.32992
"644",2957.764017
"645",7433.820995
"646",3099.538005
"647",8415.684559
"648",26199.5401416
"649",13057.17071
"650",9599.950239
"651",8535.108918
"652",8293.481886
"653",6846.150323
"654",6636.859781
"655",5802.83547
"656",5077.320916
"657",12427.39371
"658",10990.59477
"659",3435.25008
"660",6624.61183
"661",5757.442258
"662",2691.568951
"663",2886.451602
"664",5341.438779
"665",4160.018087
"666",2846.24535
"667",4770.256564
"668",5059.616223
"669",9095.744565
"670",2688.863963
"671",8277.637562
"672",9057.935331
"673",3801.750407
"674",9339.341599
"675",2520.12318
"676",4984.095342
"677",2595.747991
"678",7437.693335
"679",14536.78759
"680",5913.305869
"681",2771.663013
"682",26199.5401416
"683",9880.38582
"684",15114.40241
"685",5759.91084
"686",8495.164213
"687",4381.184212
"688",6997.827397
"689",11430.58845
"690",7482.486135
"691",8596.916624
"692",7854.960831
"693",2582.408525
"694",2275.363967
"695",4118.588554
"696",12157.32992
"697",5152.819636
"698",6512.976472
"699",26199.5401416
"700",4191.966092
"701",10928.40709
"702",7615.381271
"703",2004.350666
"704",2434.681155
"705",14195.36028
"706",9427.684903
"707",11982.42085
"708",3102.789546
"709",4222.631209
"710",4023.814439
"711",5297.151805
"712",21423.63723
"713",4416.206243
"714",4639.035171
"715",4863.544585
"716",25830.90982
"717",2974.314896
"718",2064.458781
"719",10064.60828
"720",5500.01251
"721",5489.214062
"722",2612.756658
"723",8573.463947
"724",24127.50402
"725",8550.386579
"726",2308.648034
"727",4254.620669
"728",8982.850377
"729",7868.165983
"730",7704.248723
"731",10552.16999
"732",11681.37428
"733",8737.837514
"734",5454.890731
"735",7705.283329
"736",7039.262387
"737",8838.085637
"738",8733.527338
"739",9597.474777
"740",4506.660224
"741",17857.97233
"742",4737.871725
"743",5426.136238
"744",7998.143771
"745",2897.620704
"746",11599.50219
"747",15147.93055
"748",5435.767832
"749",2725.356404
"750",13297.71225
"751",9927.049694
"752",17771.54902
"753",18269.27017
"754",2722.210707
"755",7083.212357
"756",10179.71704
"757",5889.509098
"758",15771.39342
"759",5288.173294
"760",26199.5401416
"761",7778.532347
"762",7341.861257
"763",7919.197048
"764",2163.870179
"765",9787.808819
"766",5207.640754
"767",21147.27716
"768",12280.76661
"769",2441.394244
"770",6535.560574
"771",9206.598256
"772",4118.588554
"773",4838.208972
"774",4625.548098
"775",14042.103
"776",7546.613549
"777",2514.59196
"778",5170.358435
"779",13917.37715
"780",11318.13083
"781",4276.363627
"782",4322.240343
"783",8002.308333
"784",3885.456401
"785",4471.778239
"786",8496.352846
"787",22500.88348
"788",16301.9676
"789",2319.735908
"790",8717.049833
"791",2860.111745
"792",2453.408288
"793",5989.773931
"794",24980.22553
"795",7482.639506
"796",2457.576007
"797",2379.741171
"798",8286.964421
"799",2393.915369
"800",4657.159469
"801",13197.92893
"802",2803.916726
"803",8646.504109
"804",7425.870642
"805",4528.737362
"806",2227.072755
"807",7292.948758
"808",3184.355246
"809",11315.20373
"810",2530.705137
"811",18361.55525
"812",8641.530036
"813",3278.53188
"814",5271.982116
"815",3763.637743
"816",13955.56961
"817",5001.527484
"818",7082.830426
"819",7619.482766
"820",12550.88198
"821",26199.5401416
"822",6793.77405
"823",5272.319663
"824",6265.343299
"825",8547.586142
"826",2787.423683
"827",4626.801093
"828",8663.363959
"829",3872.222217
"830",5170.811494
"831",8960.280213
"832",5471.83429
"833",26199.5401416
"834",2620.392335
"835",19069.49954
"836",5757.442258
"837",26199.5401416
"838",2701.488341
"839",3712.430479
"840",21850.84002
"841",7840.165778
"842",8237.037945
"843",2243.473907
"844",8434.464067
"845",2227.072755
"846",5170.025981
"847",2641.446062
"848",2790.682957
"849",2745.129849
"850",7579.532717
"851",10978.78028
"852",8255.060054
"853",4747.734642
"854",3540.90425
"855",3436.134281
"856",2582.185301
"857",26199.5401416
"858",7396.283653
"859",4330.799785
"860",9075.768214
"861",14635.45158
"862",5609.082494
"863",11565.68747
"864",2771.045031
"865",8507.128824
"866",7582.113842
"867",3323.092454
"868",5234.331741
"869",24709.59957
"870",3123.080994
"871",2551.226692
"872",7247.713672
"873",4538.847818
"874",2687.314108
"875",8730.421977
"876",8332.730557
"877",2357.747015
"878",4637.164036
"879",5357.192698
"880",5391.970996
"881",3694.140498
"882",5040.412436
"883",26199.5401416
"884",4842.284965
"885",2678.058299
"886",5227.101938
"887",2590.096027
"888",10536.07798
"889",8581.278701
"890",9463.113263
"891",13441.00637
"892",3886.504807
"893",6784.89369
"894",23594.6802
"895",2538.62632
"896",5639.941974
"897",2459.171724
"898",2667.270014
"899",13778.36933
"900",4923.18169
"901",2272.335352
"902",14895.39798
"903",9756.044954
"904",9422.974113
"905",3837.357574
"906",10952.13189
"907",8159.136579
"908",19480.49981
"909",3919.366722
"910",7985.14214
"911",12168.74492
"912",5849.321498
"913",5085.836595
"914",2903.939763
"915",26199.5401416
"916",3086.873854
"917",5178.704151
"918",14024.35839
"919",10640.93932
"920",4949.803822
"921",8595.665294
"922",22951.892
"923",3792.13031
"924",2755.747968
"925",4880.339614
"926",9051.905275
"927",10115.44622
"928",8269.075366
"929",8071.65295
"930",7726.993623
"931",8311.1359
"932",2574.020376
"933",5727.327124
"934",5441.42013
"935",2744.519593
"936",5636.740347
"937",16870.3882
"938",2738.001957
"939",4644.700497
"940",4746.686506
"941",16874.32815
"942",2387.60606
"943",2504.907557
"944",4591.625938
"945",13092.58578
"946",9112.266649
"947",4165.166581
"948",2659.980563
"949",11986.59212
"950",2898.732747
"951",2894.243869
"952",3500.454354
"953",2621.808611
"954",10221.80504
"955",2578.270957
"956",6242.595729
"957",5220.280968
"958",9075.768214
"959",4525.365839
"960",4970.357298
"961",15467.78904
"962",5838.89915
"963",10656.88195
"964",2289.618736
"965",5439.804227
"966",7956.150059
"967",4458.113369
"968",2555.051532
"969",3307.99904
"970",5041.29961
"971",13350.1209
"972",4931.221348
"973",7776.835189
"974",2553.672212
"975",4876.469668
"976",9034.305834
"977",8105.910755
"978",5619.689084
"979",15727.13063
"980",6618.016423
"981",4670.047979
"982",10169.36981
"983",8323.073985
"984",2417.759961
"985",8044.872393
"986",5325.724541
"987",6947.524013
"988",5847.415237
"989",2584.203924
"990",4724.786102
"991",2790.227993
"992",21531.33284
"993",12622.83268
"994",20171.96154
"995",16464.36587
"996",5595.389905
"997",4170.687348
"998",2665.447079
"999",7098.91414
"1000",3971.345097
"1001",5528.212807
"1002",8338.995787
"1003",26199.5401416
"1004",5448.555219
"1005",10808.06597
"1006",6185.09653
"1007",3208.225911
"1008",5480.104065
"1009",22986.15393
"1010",13107.92594
"1011",7462.926263
"1012",11463.99097
"1013",7236.132483
"1014",6232.687923
"1015",26199.5401416
"1016",3746.751625
"1017",21569.33731
"1018",5012.083744
"1019",3371.858433
"1020",3864.776795
"1021",4145.711862
"1022",5156.072651
"1023",3667.37497
"1024",7835.683513
"1025",14567.26841
"1026",10171.33903
"1027",4135.775206
"1028",5511.491102
"1029",2429.280527
"1030",5414.61734
"1031",7421.593541
"1032",4458.113369
"1033",14476.12489
"1034",4936.888359
"1035",4525.276524
"1036",6701.770088
"1037",14134.3474
"1038",24723.18311
"1039",2838.067784
"1040",3848.483648
"1041",19504.4739
"1042",26199.5401416
"1043",4361.372941
"1044",2529.077508
"1045",2504.444752
"1046",8649.700578
"1047",13668.35528
"1048",20635.0846
"1049",2517.533581
"1050",5326.677654
"1051",2600.272131
"1052",8534.792754
"1053",8828.834957
"1054",2248.449633
"1055",8861.149536
"1056",4556.592993
"1057",2530.705137
"1058",5251.983996
"1059",6743.119265
"1060",14014.72129
"1061",9438.915619
"1062",10506.77172
"1063",4213.918619
"1064",4773.686425
"1065",4547.892543
"1066",2842.266905
"1067",3059.550321
"1068",20314.9976
"1069",3239.124699
"1070",4626.801093
"1071",8997.040244
"1072",25807.063
"1073",3808.122147
"1074",7614.137981
"1075",6898.455315
"1076",2298.379166
"1077",2806.696138
"1078",5206.118179
"1079",26199.5401416
"1080",8007.349108
"1081",2321.88367
"1082",2463.236825
"1083",5498.940679
"1084",5243.828046
"1085",21639.83862
"1086",4886.544296
"1087",4169.356909
"1088",5479.555081
"1089",6177.109254
"1090",8287.679305
"1091",9886.656416
"1092",2712.915597
"1093",10477.67631
"1094",3436.134281
"1095",2596.1852
"1096",12731.95161
"1097",3494.147878
"1098",7597.910661
"1099",4015.214476
"1100",20477.10841
"1101",8160.689782
"1102",12298.6863
"1103",8714.922135
"1104",4853.534204
"1105",4880.94644
"1106",2311.382109
"1107",4327.098922
"1108",12298.6863
"1109",8323.533338
"1110",10179.71704
"1111",7761.267839
"1112",5239.890913
"1113",4517.908834
"1114",2389.774148
"1115",4130.628776
"1116",21404.35885
"1117",5227.766419
"1118",6187.345744
"1119",5113.874718
"1120",11039.31617
"1121",26199.5401416
"1122",2611.965869
"1123",13372.32772
"1124",4838.981869
"1125",4721.659016
"1126",3873.647046
"1127",6770.306834
"1128",16979.79757
"1129",13681.71178
"1130",5717.221919
"1131",9486.596417
"1132",3839.143697
"1133",11211.59027
"1134",25807.063
"1135",3798.32165
"1136",2816.567395
"1137",6948.325858
"1138",3444.967503
"1139",2859.40857
"1140",2692.057629
"1141",11431.73089
"1142",7635.883324
"1143",9805.829614
"1144",6803.615629
"1145",7107.655397
"1146",4735.184474
"1147",6874.326693
"1148",2411.256575
"1149",2416.542359
"1150",23981.54344
"1151",4692.165155
"1152",3600.934326
"1153",2665.222511
"1154",7666.520438
"1155",16675.89616
"1156",4550.856045
"1157",11763.93565
"1158",13742.53724
"1159",16138.41628
"1160",8819.018934
"1161",6673.737677
"1162",7782.126848
"1163",19393.21145
"1164",3974.13815
"1165",4105.580991
"1166",2308.472055
"1167",5372.914477
"1168",5508.315536
"1169",2398.333185
"1170",3728.83013
"1171",2758.498582
"1172",3703.930261
"1173",9372.843639
"1174",4991.584471
"1175",26199.5401416
"1176",2759.978287
"1177",7993.003997
"1178",5235.573528
"1179",2633.011837
"1180",2764.802284
"1181",8084.846371
"1182",2685.177658
"1183",12208.12004
"1184",20090.43865
"1185",26199.5401416
"1186",2491.317024
"1187",6314.596813
"1188",16229.64891
"1189",5161.789881
"1190",3982.266087
"1191",13473.18567
"1192",6921.973993
"1193",8276.44416
"1194",14349.85991
"1195",5878.199296
"1196",2666.05454
"1197",5345.680998
"1198",4777.121596
"1199",16973.74021
"1200",2518.112127
"1201",19160.98994
"1202",6273.173441
"1203",3964.81296
"1204",4911.773088
"1205",7805.31287
"1206",7200.664877
"1207",5389.499465
"1208",3241.314176
"1209",5528.212807
"1210",7173.909404
"1211",7076.653181
"1212",3700.385003
"1213",5328.835851
"1214",4838.877084
"1215",10700.4952
"1216",7879.928952
"1217",7869.432384
"1218",2586.807171
"1219",7286.789075
"1220",11797.99211
"1221",9386.753031
"1222",6308.922374
"1223",17484.53438
"1224",15428.01044
"1225",5630.793
"1226",18131.18874
"1227",8087.219475
"1228",18453.57629
"1229",5217.513287
"1230",4835.783179
"1231",5597.12496
"1232",8920.463999
"1233",5995.411008
"1234",26199.5401416
"1235",8382.630118
"1236",13372.02426
"1237",8972.140307
"1238",5405.518391
"1239",9352.478998
"1240",4339.871053
"1241",17723.76398
"1242",7507.455372
"1243",8029.393076
"1244",2831.587689
"1245",10080.37031
"1246",6503.397049
"1247",3331.445625
"1248",4620.390087
"1249",2471.528431
"1250",6494.243995
"1251",9657.579498
"1252",4904.894731
"1253",4802.477033
"1254",7955.774758
"1255",6941.900812
"1256",8382.478392
"1257",3536.431774
"1258",3244.816567
"1259",7611.212764
"1260",4505.398267
"1261",2445.844833
"1262",16477.76843
"1263",3546.400212
"1264",4277.27009
"1265",4784.773547
"1266",7572.237727
"1267",11760.87637
"1268",3933.813993
"1269",5700.761833
"1270",3498.634784
"1271",5768.091295
"1272",6361.954003
"1273",6503.397049
"1274",6832.111972
"1275",5785.223477
"1276",5619.689084
"1277",2599.2896
"1278",6732.970948
"1279",18321.86647
"1280",9102.902307
"1281",4002.857594
"1282",8620.997439
"1283",10388.986
"1284",8427.172486
"1285",7007.274228
"1286",5176.579135
"1287",5389.499465
"1288",4067.004737
"1289",4434.941371
"1290",14010.52742
"1291",12350.05824
"1292",8161.576876
"1293",11009.13049
"1294",8717.049833
"1295",5917.466603
"1296",2503.660407
"1297",12682.25069
"1298",4330.38602
"1299",10487.74332
"1300",3567.503755
"1301",19896.42226
"1302",21423.63723
"1303",5581.761298
"1304",3515.831889
"1305",12036.62051
"1306",3609.798318
"1307",17732.46488
"1308",8509.850887
"1309",5866.424273
"1310",4825.500869
"1311",5389.499465
"1312",7778.005623
"1313",26199.5401416
"1314",14866.45116
"1315",8324.23271
"1316",9238.305998
"1317",22693.29076
"1318",6236.018595
"1319",5012.184756
"1320",8176.576796
"1321",2582.862313
"1322",3118.981095
"1323",2938.07856
"1324",6883.686618
"1325",2215.912948
"1326",4297.018104
"1327",21522.94749
"1328",2761.691693
"1329",22563.61838
"1330",5285.918307
"1331",26199.5401416
"1332",5913.199024
"1333",2593.398672
"1334",12692.67092
"1335",3309.11965
"1336",4754.449647
"1337",2413.93064
"1338",2161.685527
"1339",5527.988928
"1340",10629.21789
"1341",11820.1098
"1342",4964.63152
"1343",9122.92563
"1344",5309.435869
"1345",3460.66504
"1346",2872.980808
"1347",9927.877699
"1348",3482.687007
"1349",3991.727249
"1350",5510.107444
"1351",3600.934326
"1352",5419.45812
"1353",5810.630529
"1354",3942.725768
"1355",3126.271893
"1356",3530.007745
"1357",5029.296953
"1358",4772.943848
"1359",2202.3352
"1360",8717.049833
"1361",10373.88882
"1362",7250.029606
"1363",4307.422775
"1364",3040.253837
"1365",19160.98994
"1366",5391.078171
"1367",5285.307579
"1368",8024.992989
"1369",2810.464447
"1370",7739.550403
"1371",2175.740021
"1372",3275.16199
"1373",2652.695343
"1374",5048.226244
"1375",5515.41017
"1376",4858.429375
"1377",2144.921535
"1378",6042.618486
"1379",3387.203337
"1380",10864.27491
"1381",8842.650024
"1382",4389.279424
"1383",26199.5401416
"1384",20725.37773
"1385",8591.305411
"1386",2646.573754
"1387",4607.244307
"1388",4860.62003
"1389",2580.849899
"1390",8646.504109
"1391",8405.752991
"1392",3096.511217
"1393",26199.5401416
"1394",5898.733666
"1395",17497.52201
"1396",3218.608644
"1397",23207.26972
"1398",8032.401911
"1399",13918.5348
"1400",8966.309774
"1401",11981.98481
"1402",5532.629846
"1403",11660.57298
"1404",2886.451602
"1405",12741.84754
"1406",5398.098108
"1407",7285.030983
"1408",17651.96339
"1409",17029.89338
"1410",2491.257604
"1411",4039.315002
"1412",2619.337376
"1413",5049.689638
"1414",4983.457132
"1415",2530.639412
"1416",7396.719746
"1417",3832.898507
"1418",4961.405917
"1419",3861.486269
"1420",22658.53652
"1421",10408.96865
"1422",4834.710493
"1423",8257.666512
"1424",3052.629532
"1425",4012.319346
"1426",13355.48637
"1427",2364.43161
"1428",2489.337928
"1429",4755.720009
"1430",13864.38495
"1431",3020.424822
"1432",6285.305195
"1433",2506.021971
"1434",2826.307641
"1435",4369.71794
"1436",12174.58795
"1437",3528.044252
"1438",10436.57466
"1439",2746.121383
"1440",9175.171899
"1441",4979.079933
"1442",2585.937023
"1443",9449.745947
"1444",4568.819387
"1445",2574.020376
"1446",8789.88406
"1447",2507.407815
"1448",2522.41457
"1449",7542.713967
"1450",6005.214792
"1451",20998.25947
"1452",2345.084479
"1453",8783.165364
"1454",4529.965388
"1455",6033.222351
"1456",5308.246978
"1457",2674.730716
"1458",4929.8075
"1459",14131.12134
"1460",2471.528431
"1461",6005.214792
"1462",14082.63918
"1463",19116.56806
"1464",6631.665538
"1465",7432.299921
"1466",2928.115104
"1467",26199.5401416
"1468",16515.00927
"1469",8609.158215
"1470",10213.56338
"1471",10049.28585
"1472",5746.148291
"1473",3746.751625
"1474",7486.068405
"1475",9120.065162
"1476",5678.046711
"1477",7517.083811
"1478",4530.530663
"1479",2691.380574
"1480",8068.623946
"1481",2478.576723
"1482",9112.041503
"1483",2772.441318
"1484",4305.793209
"1485",5103.35758
"1486",4784.960513
"1487",10541.10977
"1488",2179.425137
"1489",7610.840476
"1490",8510.525936
"1491",16172.94049
"1492",2425.494812
"1493",2899.317224
"1494",3633.05403
"1495",3457.154249
