"","x"
"112",4695.16634855232
"113",-633000.477296514
"114",4169.58419453387
"115",4811.24415311624
"116",3707.86833109973
"117",11493.8177888199
"118",3966.66131203359
"119",5142.11939717955
"120",5482.52079225681
"121",6870.53295696683
"122",5866.58288502302
"123",7620.68997166635
"124",5258.43512614954
"125",6423.71904747278
"126",4085.33694584978
"127",5270.62899724512
"128",5995.03811488508
"129",4804.93755942229
"130",5988.70867472091
"131",5872.37913729968
"132",6046.03583470397
"133",5999.12838853341
"134",3811.47065616843
"135",6606.91625421195
"136",4253.83394237446
"137",5605.11142253962
"138",3508.93352777705
"139",7878.72123637311
"140",12524.8289083178
"141",3741.72935734447
"142",4651.11759080094
"143",4123.08515752766
"144",4290.42548322853
"145",7358.50807570627
"146",4018.166055415
"147",6154.60784075488
"148",4284.31377077269
"149",3629.41504977242
"150",3968.2110900416
"151",7149.70603398607
"152",4508.29884004158
"153",8656.96054318966
"154",3674.66510591696
"155",5450.73128976644
"156",6092.71328571642
"157",12995.478608439
"158",6515.88280076877
"159",3757.27801879976
"160",7104.16358042559
"161",4343.53582615221
"162",6130.01817010124
"163",4198.93765920665
"164",4314.30964789432
"165",6971.81113434047
"166",3840.67251153285
"167",3553.59031303977
"168",3766.22132303114
"169",5863.31672471553
"170",10811.991134978
"171",16369.7855170071
"172",4457.9126349394
"173",3945.21974431868
"174",5226.13667197468
"175",4430.28218297475
"176",3825.24652459665
"177",4240.41464195864
"178",4082.84636423108
"179",9840.76056967316
"180",5101.44908432874
"181",4559.75800178641
"182",5443.18774346383
"183",3714.76273925389
"184",41996.1300841745
"185",4155.00414778561
"186",3500.08911648599
"187",4036.06143217877
"188",4314.33002094469
"189",5681.37341567603
"190",4873.49652200287
"191",13359.1785129774
"192",6671.11533757346
"193",3986.4646426761
"194",4091.49491146968
"195",5144.30779767331
"196",15018.5914200505
"197",4869.17503910367
"198",5186.93840706571
"199",5844.25964869572
"200",4648.42639066967
"201",5182.35762546722
"202",6636.10455340429
"203",3818.78299957601
"204",3870.74668566745
"205",3820.51262946944
"206",3725.77769547376
"207",5599.25944658737
"208",8617.36759250052
"209",4271.27920163139
"210",5261.43044729656
"211",5175.11861598907
"212",7811.44157511779
"213",3897.51928021914
"214",6991.43846166293
"215",7364.43167831569
"216",17031.8111151315
"217",5875.04129432452
"218",4572.9592893843
"219",6681.48201189875
"220",4916.43074405797
"221",3705.17590319118
"222",6893.01905032359
"223",5144.0670412623
"224",3660.05603696787
"225",4418.71603534843
"226",3829.46382798009
"227",3613.94809970805
"228",11008.5774989661
"229",3995.07239765808
"230",5032.83487462873
"231",4944.91786630556
"232",8300.32838042146
"233",4030.14997688883
"234",15146.3670970232
"235",3830.68487923956
"236",4222.34207628638
"237",3839.43860070916
"238",4296.88331606917
"239",4095.52824748711
"240",3959.96901883955
"241",4948.67305879823
"242",4258.56618999525
"243",3510.49694788902
"244",6534.82974434518
"245",4380.08042351969
"246",4368.61246698842
"247",14584.0909177281
"248",3921.73863185077
"249",14048.3816308675
"250",4074.34618978638
"251",4062.1455279622
"252",5524.5714936075
"253",4248.46784751991
"254",5591.63814140878
"255",5011.88285509105
"256",4518.65523452125
"257",4482.82576228396
"258",5894.79809355358
"259",8697.73065711113
"260",3751.98633567812
"261",3568.95575073502
"262",5503.37959877976
"263",11177.5461581538
"264",6578.66094127553
"265",4228.74365450264
"266",14406.6548158687
"267",14317.9454259776
"268",4555.63905025089
"269",7146.75095954642
"270",6034.23013716918
"271",5194.77108034855
"272",5173.75397336302
"273",6243.0395591969
"274",4557.89381015507
"275",11376.8183593619
"276",4076.51692443411
"277",4182.75574733554
"278",5981.28445822737
"279",8399.23055862514
"280",6029.59346604995
"281",6446.19469967101
"282",5742.61593036301
"283",4663.603625442
"284",4061.82296738942
"285",6041.20195615683
"286",5887.09547495437
"287",4200.13215206702
"288",3695.5445580135
"289",9602.49860339428
"290",22258.9151312675
"291",4919.30952738909
"292",7605.03721554243
"293",3823.84758122053
"294",6243.09197331353
"295",7691.62380000503
"296",27905.8111455515
"297",5788.45789495176
"298",9477.93581769102
"299",-59545.2137241822
"300",11787.2540372359
"301",3703.69930677528
"302",7936.02582838172
"303",4368.98828621486
"304",10341.2082001633
"305",3609.94762007371
"306",5580.86820543499
"307",5553.34822475771
"308",5837.91369593904
"309",5865.72443194027
"310",4757.67876491448
"311",9257.16743919811
"312",70035.6290841017
"313",4054.67620170843
"314",5748.82333062414
"315",5033.7915557037
"316",4940.7230221765
"317",5752.50655253711
"318",6810.84555408223
"319",11424.6428276786
"320",5709.20654201333
"321",3818.78299957601
"322",4839.59920488481
"323",4815.79619023581
"324",4384.68054789229
"325",19028.4161145934
"326",3906.15453879345
"327",3812.97085655313
"328",3988.43469727153
"329",3620.63522721867
"330",3304.01732901517
"331",5603.75010324614
"332",3904.53833198561
"333",6681.83724560098
"334",5359.94041823229
"335",4172.97557414794
"336",5036.15929314124
"337",5960.45039417329
"338",12559.8672390485
"339",6971.8884340197
"340",3933.23494172902
"341",4635.51019878828
"342",4250.89696419319
"343",4992.41824793714
"344",3901.5632467693
"345",4102.6496141398
"346",4687.13071512062
"347",5826.13921293355
"348",4316.39199705511
"349",3813.36141123396
"350",7184.45235819524
"351",4173.53650270794
"352",3905.65806663943
"353",3976.47134407841
"354",4879.8268785759
"355",8309.27859430298
"356",6449.83767918994
"357",8067.98373285904
"358",9041.98122564249
"359",5107.43596152954
"360",3763.95548609817
"361",3846.13839005545
"362",7378.30993916137
"363",5898.97227020168
"364",3643.1801875171
"365",4135.22898417792
"366",3745.87483394474
"367",3985.3509415886
"368",4816.01846025424
"369",8195.08531097825
"370",27823.9745858605
"371",13116.016385015
"372",3904.6656053321
"373",4293.12972075913
"374",4386.14155332725
"375",5022.58836981774
"376",4037.96385819125
"377",5302.59482865809
"378",5581.71278068214
"379",3860.5874172626
"380",4612.87791047233
"381",4738.92162482641
"382",14181.5352914801
"383",15106.3563575982
"384",4062.29695455328
"385",5975.68054791727
"386",4115.48407261967
"387",6386.26080190511
"388",9770.39946903446
"389",7060.51778470219
"390",8485.8505065838
"391",5938.02871737365
"392",6074.08683885281
"393",6128.40766979628
"394",7248.05704873467
"395",5298.12727924415
"396",4239.87801369137
"397",6100.53315876968
"398",5902.63181872576
"399",10190.5566890327
"400",4139.86325053616
"401",3851.53263215838
"402",4828.46777225463
"403",4508.29884004158
"404",4436.44113249172
"405",5882.06824460377
"406",5865.72443194027
"407",5523.67421573628
"408",4209.33018315346
"409",8957.2845897285
"410",4774.31123227506
"411",5309.14298070678
"412",6894.68162209913
"413",6286.61602321265
"414",6531.54908819451
"415",3615.06875060644
"416",8658.65969260386
"417",5619.73223121713
"418",6282.87835292466
"419",4265.58822533767
"420",8801.50487597731
"421",4901.70087829569
"422",4451.15313643308
"423",4724.91265129111
"424",6228.62361252293
"425",4538.77948493808
"426",4419.81996571202
"427",3894.62957630685
"428",6615.76344903741
"429",11369.5063016213
"430",6015.91302748769
"431",3764.58658061113
"432",4741.73528762207
"433",5532.941521831
"434",3825.19843640319
"435",7936.02582838172
"436",5635.49201694659
"437",4081.44939814484
"438",3507.66515607187
"439",9128.2922852873
"440",5533.1031055088
"441",9701.46754377546
"442",4157.4647004103
"443",4325.81863434379
"444",3875.9111593097
"445",6582.11693095511
"446",4886.59557366634
"447",3430.87118899883
"448",5055.36476771805
"449",3524.97351187699
"450",3692.33899828746
"451",4607.73227143264
"452",8926.6535954944
"453",3839.69338337896
"454",3734.86115486601
"455",12496.2551423077
"456",4576.14468746147
"457",4736.81282377356
"458",4843.12832300321
"459",7635.81545602908
"460",8628.90603099707
"461",4112.21169595712
"462",5862.44376893158
"463",7380.92088049669
"464",3865.61228675751
"465",3921.00999266525
"466",3455.8144511173
"467",4072.61227061779
"468",5195.24940515144
"469",5320.14005429762
"470",4176.07827465816
"471",9234.07311220253
"472",3893.90158334362
"473",4590.53513869154
"474",4224.05315804993
"475",4682.23594400712
"476",3852.57600152988
"477",3938.60926506053
"478",6186.08689227889
"479",4176.81335058239
"480",4661.80638106846
"481",4037.11999131195
"482",9432.60323566592
"483",5122.35598103559
"484",7936.02582838172
"485",5539.39346168598
"486",4330.2529912086
"487",-22196.1224783629
"488",3906.52249975813
"489",3672.01249330187
"490",3928.61546933024
"491",4024.24039489208
"492",6589.73312075027
"493",4092.13600565175
"494",3543.15884676642
"495",3634.76132770748
"496",3826.90593865422
"497",5122.35524820517
"498",5368.20777658425
"499",7340.85757974045
"500",16406.8740523307
"501",5250.89878731161
"502",4352.81503713575
"503",4389.55415379872
"504",5778.39285688288
"505",5789.05492968341
"506",5033.43145956999
"507",16076.0479769169
"508",4924.57119115336
"509",3968.87810559724
"510",4257.06172422558
"511",7811.44157511779
"512",3992.32310071635
"513",4013.58739546389
"514",8951.66510883299
"515",8353.98727309583
"516",4271.49874695868
"517",12523.2907336896
"518",5745.49594025711
"519",4426.12855656944
"520",4231.65752541394
"521",5149.35390615906
"522",4609.13343278719
"523",5395.78568353112
"524",6203.09017403971
"525",3773.95068751346
"526",3660.05603696787
"527",5905.289689707
"528",4527.94442379459
"529",4358.47059252115
"530",7925.08969814118
"531",7708.7103488356
"532",3904.6114424868
"533",5951.44245445544
"534",8166.13894570669
"535",3750.88689730009
"536",7391.95022878323
"537",4404.59387303134
"538",5854.22828048286
"539",15886.1967024631
"540",6995.40207514897
"541",4062.45050386258
"542",6990.09247841173
"543",7909.4169947834
"544",7914.49954643384
"545",5646.14704450183
"546",9807.39534665945
"547",6386.26080190511
"548",3675.16483270821
"549",4045.58297698604
"550",11515.6586295388
"551",11424.6428276786
"552",3410.90298454921
"553",5491.61018289775
"554",5245.59949234927
"555",6639.52401880794
"556",6806.99240804693
"557",4257.54883615971
"558",5474.57479365457
"559",4202.60115171936
"560",10516.4342104368
"561",8503.80636567616
"562",4552.4713495268
"563",36677.8519114098
"564",6570.20102828857
"565",3970.11880383844
"566",5953.10441348899
"567",7232.86514376817
"568",9296.11705086685
"569",4575.06676861294
"570",7511.35519901331
"571",5094.78918392688
"572",3832.30254085256
"573",9925.65998948858
"574",6357.85540874175
"575",11424.6428276786
"576",3726.89931647029
"577",4788.18631651472
"578",5302.59482865809
"579",4356.85526696542
"580",5525.74033358424
"581",4149.14661066912
"582",39516.0148480949
"583",3752.11570281955
"584",3918.24863950655
"585",6239.06490683356
"586",6146.12890577339
"587",4212.74497960734
"588",6132.33883266532
"589",5457.78180066157
"590",-182956.872425066
"591",4259.94657670269
"592",21982.4941270766
"593",4557.41807037066
"594",28037.2403792036
"595",4304.55280106442
"596",4314.30964789432
"597",4557.03964699718
"598",3710.65090927141
"599",5824.45817740671
"600",3751.68645712527
"601",4709.41039109033
"602",3860.45065496235
"603",4304.89484228029
"604",3829.43641846091
"605",5322.03168074625
"606",6211.91111732208
"607",4390.92605859605
"608",4449.38672814997
"609",4732.62090253264
"610",4461.62045662815
"611",8169.98489099423
"612",5993.27979490263
"613",4090.54246403767
"614",5254.5565777418
"615",4656.28664418772
"616",4024.56625810871
"617",4791.74193388993
"618",7667.07880727184
"619",4262.3655836775
"620",6965.706045696
"621",12787.1659326841
"622",5131.78086401797
"623",4518.71304941339
"624",3315.42260117473
"625",5548.59359679365
"626",4225.06447452962
"627",4107.82324522828
"628",8225.80974207356
"629",7152.13208196613
"630",5407.29982615545
"631",4355.57487676963
"632",17031.8111151315
"633",3679.49249896979
"634",7033.00379053658
"635",13768.0161659256
"636",5460.14583414578
"637",4263.76058409693
"638",6690.16464973353
"639",8308.68590702259
"640",4211.52803958214
"641",5753.8197070142
"642",8881.17999436577
"643",3884.96955853273
"644",7048.07718467216
"645",6544.74745452399
"646",3884.00671595221
"647",6313.57755116183
"648",5147.97423904507
"649",9257.29465590948
"650",4097.93624585608
"651",3455.75760952364
"652",3788.16530235705
"653",7357.67765016639
"654",9125.60935798199
"655",5746.14627057056
"656",3818.20397927962
"657",3641.09177732904
"658",6575.32560961117
"659",4102.6496141398
"660",13359.1785129774
"661",4458.53930957075
"662",14182.6510641252
"663",3924.54765444512
"664",5826.7975461895
"665",3978.39129221661
"666",5505.15828541602
"667",7501.51289588074
"668",7514.7950624421
"669",6037.73155343236
"670",6590.50169345879
"671",5214.27406379769
"672",7309.9019218476
"673",4620.66445400931
"674",5785.15493456764
"675",3957.50892604871
"676",6705.23937983622
"677",10459.6459077706
"678",4639.71240404498
"679",4913.20914816779
"680",3746.60783858952
"681",5437.13803997386
"682",8182.35487682332
"683",7206.37584396747
"684",7756.42396608755
"685",7307.52048638868
"686",5779.31330203535
"687",7120.28600486711
"688",9801.76671734236
"689",3870.49135898584
"690",4505.37530307327
"691",3394.76238303186
"692",7056.5549364999
"693",3772.97967777688
"694",4394.88333120836
"695",4791.481067646
"696",5766.20317031856
"697",3776.02022069403
"698",4469.21136071101
"699",7300.83328743574
"700",4240.65942469301
"701",3745.74409736956
"702",4234.20570780488
"703",12067.5230492482
"704",3795.29785086046
"705",6639.37304118431
"706",15432.4173483392
"707",3489.74361344865
"708",4759.67935884827
"709",6879.97803020574
"710",4355.76879629058
"711",7274.17205629086
"712",5169.24900425369
"713",3634.02550643708
"714",4443.13975773538
"715",4290.96022707141
"716",5298.1163033017
"717",5219.48621410953
"718",4666.50701691872
"719",7576.05547625088
"720",9607.56797726288
"721",7578.60415500586
"722",5448.42011195117
"723",5490.87836372553
"724",5835.36203764469
"725",6148.23596035586
"726",3770.27163186874
"727",8158.79444537646
"728",5880.27777168265
"729",3691.15135532587
"730",8557.89835692086
"731",5924.41170806036
"732",4469.00596055965
"733",3605.88420407472
"734",5994.71282613613
"735",4426.12855656944
"736",10941.9537329609
"737",5736.21076831719
"738",3624.72695890322
"739",6622.03457943731
"740",3818.78299957601
"741",4729.34078724233
"742",4298.1838116909
"743",8400.4908897524
"744",3812.97085655313
"745",4140.37172194854
"746",7349.39026245371
"747",4012.98547495683
"748",4519.63849783654
"749",4426.12855656944
"750",4533.68553170523
"751",5986.12090697603
"752",4026.27936682382
"753",3669.68387210806
"754",3829.0221072718
"755",4941.61883293826
"756",4945.21234579979
"757",3870.30269707541
"758",3512.89882855429
"759",5721.85230287938
"760",3839.84613467213
"761",20451.1099179233
"762",9313.7869735559
"763",14317.9454259776
"764",3757.0539683271
"765",3937.65792443262
"766",4006.25427268263
"767",6540.11051615619
"768",5319.26314192182
"769",7939.53691004597
"770",4383.22608033068
"771",4840.2398413263
"772",5070.06455330975
"773",5188.59501341883
"774",4826.66725338138
"775",3932.79711863699
"776",3603.90471132426
"777",-67321.0686763069
"778",4565.81543883661
"779",5856.69998632782
"780",6303.36377863689
"781",-72844.1361758078
"782",5364.21614047349
"783",9584.11664395776
"784",6736.23804202715
"785",7804.87765657116
"786",5850.8583867387
"787",5130.07051525849
"788",8857.89888042674
"789",5068.02733651925
"790",5670.02392854728
"791",6882.04112665891
"792",6054.98528931973
"793",5848.523920316
"794",3867.22093703483
"795",3652.53473324148
"796",5507.03488208606
"797",5667.67589146806
"798",4210.09359511919
"799",17289.8234174231
"800",20848.1389655311
"801",6253.69424455535
"802",5479.62239447098
"803",5227.94400892713
"804",9447.73567362511
"805",5048.48759765233
"806",4587.92169480665
"807",3548.15768764637
"808",4795.4628726356
"809",5182.54149409078
"810",6712.61521337036
"811",4081.44939814484
"812",4394.924501107
"813",6535.10137936933
"814",4172.22296595883
"815",8381.6008982648
"816",6199.16661991668
"817",5257.46177779428
"818",4115.14004874092
"819",4467.68330209188
"820",3897.87896507565
"821",4690.8969050532
"822",6089.6934563447
"823",4508.29884004158
"824",4371.87638480484
"825",5088.98828496842
"826",7544.21232966102
"827",5169.20649722658
"828",10077.1415113171
"829",3806.92852087677
"830",9401.29654365697
"831",4839.32092980917
"832",5766.25629709673
"833",3781.56522113788
"834",8124.47814028563
"835",4107.32273634633
"836",6348.25969344076
"837",3808.0644659817
"838",4353.31097086914
"839",7992.66103598491
"840",4209.07015838952
"841",7692.78190782103
"842",5890.58320787809
"843",4015.06488895398
"844",4702.11907997452
"845",5662.82353928604
"846",6948.69156552264
"847",6802.22918459989
"848",6545.41741882548
"849",7846.13189916312
"850",4393.37837453456
"851",6849.74783147311
"852",10057.9612006355
"853",8258.46617865698
"854",4857.48392395212
"855",4700.21089834699
"856",4041.52060864797
"857",4759.67935884827
"858",8561.16125203328
"859",3787.54938001354
"860",3768.00938844858
"861",6998.5930832429
"862",4226.78989103155
"863",20848.1389655311
"864",3677.77935325432
"865",4372.1754003599
"866",5601.33231625969
"867",12767.2212458434
"868",14030.3828224405
"869",4264.07987686454
"870",3705.27879386594
"871",5646.14704450183
"872",4605.48416229017
"873",12991.3733836608
"874",4865.86027024342
"875",4522.95601135653
"876",4587.52240700808
"877",7696.15041281504
"878",10403.7744545689
"879",3670.54223542956
"880",4687.13071512062
"881",5541.91981313562
"882",3925.89376143672
"883",4667.38036134369
"884",5669.51874612756
"885",9314.40373573995
"886",3819.45098839599
"887",4284.96738451042
"888",4561.48478677769
"889",3851.53263215838
"890",4322.87524299451
"891",3455.8144511173
"892",3689.82955617747
"893",3637.54245077485
"894",5866.88936175834
"895",7866.10116544109
"896",5332.89414741785
"897",5398.75155879448
"898",4682.23594400712
"899",3444.22409131134
"900",5601.2133664756
"901",3641.50600680487
"902",4256.73823512557
"903",3821.27581141188
"904",4577.00481342475
"905",11903.7505525896
"906",4495.37789851814
"907",3831.25462554934
"908",8969.53297400811
"909",3846.59523737722
"910",3687.98432560324
"911",3866.74562899392
"912",4401.77710903047
"913",4228.45508466533
"914",7914.62670533951
"915",5286.96702223092
"916",3981.84215422009
"917",4744.76944284185
"918",4681.33675526986
"919",4686.19306133411
"920",4671.57829727088
"921",5966.23933574888
"922",5302.59482865809
"923",6283.11172741159
"924",21395.096079857
"925",5523.47031394138
"926",4134.86546084721
"927",7289.56814213362
"928",4508.29884004158
"929",4772.03204141073
"930",7176.18887239338
"931",3623.72736000487
"932",4870.80178662167
"933",3793.59989379006
"934",7691.77965346875
"935",4000.66290513373
"936",4714.51954712133
"937",3840.38576812164
"938",4292.33472491848
"939",6908.55564494456
"940",5113.98644796158
"941",7358.40809944399
"942",4836.78029932318
"943",9889.55374971128
"944",4255.72583112428
"945",3968.2110900416
"946",3903.01371762391
"947",3778.93908131968
"948",5970.93075651273
"949",5093.1410294853
"950",3704.20889826254
"951",16984.4584219143
"952",3835.136799887
"953",4124.30453557999
"954",3703.69930677528
"955",3434.32087747
"956",7060.46423993848
"957",3957.21863811081
"958",4989.64399442106
"959",6968.98561023902
"960",3799.1601625698
"961",4527.64659461491
"962",6431.43040182246
"963",7645.61206040026
"964",4390.17497844196
"965",3554.23088577399
"966",5320.14005429762
"967",6964.20768555209
"968",4407.15802760001
"969",6736.33609709279
"970",4944.91786630556
"971",4347.0556180734
"972",3992.83933364669
"973",7386.8776874145
"974",5826.13921293355
"975",4629.75379008697
"976",5132.91532652837
"977",15628.0268098812
"978",-56810.076893012
"979",3644.26572285321
"980",4893.37097029595
"981",3870.30227871184
"982",3894.26180755008
"983",4874.44521502189
"984",3524.59589760101
"985",6761.58887185971
"986",4552.65074755183
"987",4106.42233175544
"988",4191.09304055729
"989",3985.59404773183
"990",6622.53991757532
"991",4587.05733802162
"992",4021.77026344513
"993",6970.45902831147
"994",6906.09707132215
"995",5490.69806631746
"996",3811.47065616843
"997",10119.1566805136
"998",5184.13586178323
"999",6686.69985678616
"1000",4164.50532507024
"1001",3665.35845539333
"1002",7977.46944720395
"1003",25795.840247348
"1004",9351.7962316684
"1005",6113.22658846237
"1006",6086.66550058389
"1007",5395.28358044692
"1008",6341.16233476893
"1009",5712.59656142348
"1010",4610.55316740609
"1011",8000.44136833682
"1012",3774.00687476266
"1013",3549.01960342422
"1014",4649.00250375263
"1015",4790.45811056681
"1016",5779.10026545108
"1017",4811.55544110427
"1018",4568.71800182092
"1019",8559.77106012131
"1020",4092.00431555594
"1021",5398.50217932851
"1022",4177.46676329618
"1023",4430.28218297475
"1024",5524.28885462627
"1025",4955.18396848942
"1026",6266.49388792093
"1027",11183.3602695064
"1028",-38260.4238058607
"1029",4681.36330120592
"1030",4664.35630064595
"1031",4933.69153018081
"1032",4995.5148574446
"1033",4475.54189972275
"1034",5321.66404790647
"1035",7550.0936784821
"1036",7657.23760165835
"1037",4536.90022732092
"1038",5131.48778711314
"1039",7151.11092565525
"1040",5734.58812743462
"1041",4199.38348736754
"1042",7241.6138228144
"1043",3462.83125368631
"1044",4894.24591934649
"1045",6869.49431532176
"1046",3864.40281753532
"1047",5426.19884879424
"1048",5834.36648006083
"1049",7234.73588004491
"1050",5282.85318985632
"1051",3935.73734815502
"1052",6510.05931815648
"1053",3377.63522564282
"1054",6964.20768555209
"1055",5679.09293503425
"1056",4267.22650204145
"1057",3840.55969120192
"1058",7898.42084567072
"1059",7811.44157511779
"1060",3645.52204651515
"1061",3669.82788552071
"1062",4352.74128600973
"1063",6904.87277656052
"1064",3390.78523012321
"1065",3725.67239146578
"1066",6014.16463049338
"1067",8948.46966529153
"1068",5594.0521972095
"1069",7498.71847527484
"1070",4295.10633950475
"1071",5835.26985542123
"1072",4906.05902171566
"1073",4298.90146455491
"1074",3901.5632467693
"1075",3435.09953348096
"1076",4316.26748315158
"1077",3848.24997884706
"1078",3795.73076034647
"1079",9041.98122564249
"1080",6256.75229108298
"1081",4284.31377077269
"1082",7863.97733621019
"1083",4570.18761767472
"1084",3788.27385232179
"1085",24144.183835598
"1086",16176.1855027651
"1087",5954.18211979165
"1088",8033.02418851478
"1089",4497.21100871144
"1090",4905.16514551203
"1091",4996.04259925081
"1092",3950.65813853397
"1093",4301.48638170089
"1094",5186.639580536
"1095",22368.0830547823
"1096",4763.3266792104
"1097",9901.54224334753
"1098",3851.53263215838
"1099",5981.28445822737
"1100",4494.5902633043
"1101",3539.35704496477
"1102",4921.75123307826
"1103",5274.11914958511
"1104",19133.6283225491
"1105",3812.97085655313
"1106",4292.27539650661
"1107",7171.14558383053
"1108",4604.39750316281
"1109",6025.05002137889
"1110",7029.18012277405
"1111",6299.03155271303
"1112",8393.62244627954
"1113",5894.76496578263
"1114",4049.97233304876
"1115",7350.58419056431
"1116",8670.62999973157
"1117",5256.9845267686
"1118",3874.40881493192
"1119",6276.10007499831
"1120",4116.37265407509
"1121",3680.94902339661
"1122",5686.7726214331
"1123",3990.01977371317
"1124",3589.28983310429
"1125",4437.78949432235
"1126",3367.69906684679
"1127",11972.3258952234
"1128",5933.26365981031
"1129",6525.94920510814
"1130",9971.07640228108
"1131",13901.7787890271
"1132",12963.8861652438
"1133",5950.26438612024
"1134",4277.86748294044
"1135",4829.27987406354
"1136",3901.5632467693
"1137",4884.47013597847
"1138",4078.36935360494
"1139",5412.66157373025
"1140",4271.2415231434
"1141",7317.83587215181
"1142",7689.41558651855
"1143",4778.35808679133
"1144",7175.43800922062
"1145",7342.66098994614
"1146",26717.9835818512
"1147",5374.55090626958
"1148",6525.94920510814
"1149",4308.13607693492
"1150",3454.59287834425
"1151",4149.7900739015
"1152",14241.1197431483
"1153",3907.34200573657
"1154",7052.35438313973
"1155",4882.74941811125
"1156",3843.3567802431
"1157",4204.76766349761
"1158",11624.8204238945
"1159",7720.69249883856
"1160",3901.5632467693
"1161",3325.75021934068
"1162",7347.12576462949
"1163",4352.32045965744
"1164",5632.22430746903
"1165",6185.24874769584
"1166",4587.84128721096
"1167",6898.96949366506
"1168",4713.97957890765
"1169",4687.13071512062
"1170",3733.95316076293
"1171",10193.8999460739
"1172",4444.69774593113
"1173",14330.3912513455
"1174",32184.6077106494
"1175",5339.05374207714
"1176",8626.70905661103
"1177",9790.70045882246
"1178",4994.3654077376
"1179",17443.4522925886
"1180",5991.23385694737
"1181",8382.49322100571
"1182",3496.18872683954
"1183",4312.50343935094
"1184",6458.25174634608
"1185",4003.10012407782
"1186",3973.58062624102
"1187",9396.55286086978
"1188",3289.14346184778
"1189",7790.11223935406
"1190",3950.93279340763
"1191",4098.77547527949
"1192",-85523.1613794423
"1193",5466.90892530302
"1194",6709.38981537804
"1195",6648.68243712848
"1196",18956.6875201418
"1197",5936.91529574067
"1198",4476.15874997292
"1199",5566.23013238496
"1200",5252.9390758661
"1201",3658.33466911523
"1202",3593.86601492621
"1203",3725.77769547376
"1204",4537.1265126895
"1205",16453.522131295
"1206",8290.99675516957
"1207",3773.14206674975
"1208",5887.58385173171
"1209",8196.53678212397
"1210",5875.41488644168
"1211",3675.90553222538
"1212",4228.15821348739
"1213",9069.84133194062
"1214",4365.78785438577
"1215",4000.03418991764
"1216",4466.75722149923
"1217",3573.19310202311
"1218",14317.9454259776
"1219",7235.65050449911
"1220",6095.17979535123
"1221",24353.9382216617
"1222",5075.3470981333
"1223",-59545.2137241822
"1224",4125.54738912908
"1225",6047.46556566212
"1226",5595.68924791273
"1227",4377.05101336814
"1228",4134.70798542203
"1229",7907.41967477288
"1230",21963.2599570551
"1231",16076.0479769169
"1232",6118.83488518818
"1233",5181.78660477723
"1234",4132.66020141998
"1235",4719.15151983374
"1236",8181.50479394828
"1237",5343.61797850129
"1238",7214.38489176186
"1239",9204.54239137628
"1240",3912.26352378656
"1241",5095.8201546287
"1242",4771.36174651929
"1243",4003.53728336957
"1244",11257.0696818894
"1245",3748.49276084515
"1246",3383.5341035149
"1247",5133.52517150605
"1248",3920.68496975333
"1249",4442.37017620516
"1250",4829.88850480046
